city,population
"Wakefield, KS",920
"Waldo, KS",30
"Waldron, KS",10
"Wallace, KS",60
"Walnut, KS",227
"Walton, KS",233
"Wamego, KS",4732
"Washington, KS",1060
"Waterville, KS",636
"Wathena, KS",1294
"Waverly, KS",545
"Webber, KS",24
"Weir, KS",636
"Wellington, KS",7662
"Wellsville, KS",1781
"Westmoreland, KS",742
"Westphalia, KS",162
"Westwood, KS",1641
"Wetmore, KS",366
"Wheaton, KS",113
"Whitewater, KS",721
"Whiting, KS",183
"Wichita, KS",389938
"Willard, KS",90
"Williamsburg, KS",391
"Willis, KS",38
"Willowbrook, KS",85
"Wilmore, KS",48
"Wilsey, KS",143
"Wilson, KS",724
"Winchester, KS",526
"Windom, KS",124
"Winfield, KS",11943
"Winona, KS",159
"Woodbine, KS",165
"Woodston, KS",129
"Zenda, KS",78
"Zurich, KS",93
"Adairville, KY",885
"Albany, KY",2002
"Alexandria, KY",9715
"Allen, KY",172
"Anchorage, KY",2423
"Arlington, KY",301
"Ashland, KY",20146
"Auburn, KY",1380
"Augusta, KY",1148
"Bancroft, KY",512
"Barbourmeade, KY",1250
"Barbourville, KY",3033
"Bardstown, KY",13253
"Bardwell, KY",673
"Barlow, KY",644
"Beattyville, KY",1221
"Bedford, KY",576
"Bellefonte, KY",822
"Bellemeade, KY",886
"Bellevue, KY",5721
"Bellewood, KY",327
"Benham, KY",425
"Benton, KY",4463
"Berea, KY",16026
"Berry, KY",260
"Blackey, KY",143
"Blaine, KY",46
"Blandville, KY",87
"Bloomfield, KY",1066
"Bonnieville, KY",264
"Booneville, KY",158
"Bradfordsville, KY",297
"Brandenburg, KY",2877
"Bremen, KY",190
"Briarwood, KY",445
"Brodhead, KY",1180
"Bromley, KY",797
"Brooksville, KY",631
"Brownsville, KY",826
"Buckhorn, KY",139
"Burgin, KY",992
"Burkesville, KY",1464
"Burnside, KY",843
"Butler, KY",583
"Cadiz, KY",2671
"Calhoun, KY",734
"California, KY",98
"Camargo, KY",1144
"Cambridge, KY",180
"Campbellsburg, KY",789
"Campbellsville, KY",11482
"Campton, KY",422
"Caneyville, KY",607
"Carlisle, KY",1986
"Carrollton, KY",3780
"Carrsville, KY",48
"Catlettsburg, KY",1747
"Centertown, KY",430
"Clarkson, KY",886
"Clay, KY",1096
"Clinton, KY",1251
"Cloverport, KY",1152
"Coldstream, KY",1161
"Columbia, KY",4604
"Columbus, KY",153
"Concord, KY",33
"Corbin, KY",7202
"Corinth, KY",226
"Corydon, KY",692
"Covington, KY",40341
"Creekside, KY",320
"Crestview, KY",494
"Crestwood, KY",5081
"Crittenden, KY",3876
"Crofton, KY",707
"Crossgate, KY",230
"Cumberland, KY",1931
"Cynthiana, KY",6337
"Danville, KY",16769
"Dayton, KY",5609
"Dixon, KY",881
"Dover, KY",248
"Drakesboro, KY",498
"Earlington, KY",1332
"Eddyville, KY",2545
"Edgewood, KY",8759
"Edmonton, KY",1595
"Ekron, KY",150
"Elizabethtown, KY",30289
"Elkton, KY",2129
"Elsmere, KY",8595
"Eminence, KY",2581
"Erlanger, KY",19246
"Eubank, KY",330
"Evarts, KY",803
"Ewing, KY",245
"Fairfield, KY",118
"Fairview, KY",144
"Falmouth, KY",2103
"Ferguson, KY",947
"Fincastle, KY",844
"Flatwoods, KY",7079
"Fleming-Neon, KY",677
"Flemingsburg, KY",2805
"Florence, KY",33004
"Fordsville, KY",530
"Frankfort, KY",27755
"Franklin, KY",9010
"Fredonia, KY",396
"Frenchburg, KY",545
"Fulton, KY",2120
"Gamaliel, KY",358
"Georgetown, KY",34992
"Germantown, KY",149
"Ghent, KY",305
"Glasgow, KY",14485
"Glencoe, KY",366
"Glenview, KY",543
"Goshen, KY",1010
"Gratz, KY",77
"Graymoor-Devondale, KY",2948
"Grayson, KY",3894
"Greensburg, KY",2066
"Greenup, KY",1113
"Greenville, KY",4204
"Guthrie, KY",1409
"Hanson, KY",710
"Hardin, KY",604
"Hardinsburg, KY",2338
"Harlan, KY",1504
"Harrodsburg, KY",8533
"Hartford, KY",2726
"Hawesville, KY",990
"Hazard, KY",4860
"Hazel, KY",403
"Henderson, KY",28207
"Hickman, KY",2108
"Hillview, KY",9225
"Hindman, KY",678
"Hodgenville, KY",3249
"Hollyvilla, KY",555
"Hopkinsville, KY",30680
"Hurstbourne, KY",4388
"Hustonville, KY",369
"Hyden, KY",332
"Independence, KY",28521
"Inez, KY",620
"Irvine, KY",2298
"Irvington, KY",1189
"Island, KY",451
"Jackson, KY",1939
"Jamestown, KY",1791
"Jeffersontown, KY",27715
"Jeffersonville, KY",1753
"Jenkins, KY",1929
"Keene, KY",88
"Kevil, KY",584
"Kingsley, KY",390
"Kuttawa, KY",670
"LaFayette, KY",160
"Lancaster, KY",3867
"Lawrenceburg, KY",11509
"Lebanon, KY",5708
"Leitchfield, KY",6858
"Lewisburg, KY",804
"Lewisport, KY",1690
"Liberty, KY",2130
"Lincolnshire, KY",150
"Livermore, KY",1289
"Livingston, KY",215
"London, KY",8068
"Loretto, KY",693
"Louisa, KY",2327
"Loyall, KY",601
"Ludlow, KY",4504
"Lynch, KY",644
"Lyndon, KY",11423
"Lynnview, KY",933
"McHenry, KY",388
"McKee, KY",779
"Mackville, KY",223
"Madisonville, KY",18621
"Manchester, KY",1290
"Marion, KY",2841
"Martin, KY",554
"Mayfield, KY",9817
"Maysville, KY",8728
"Melbourne, KY",482
"Mentor, KY",223
"Middlesborough, KY",9084
"Middletown, KY",7877
"Midway, KY",1893
"Millersburg, KY",780
"Milton, KY",601
"Monterey, KY",133
"Monticello, KY",5988
"Moorland, KY",445
"Morehead, KY",7562
"Morganfield, KY",3366
"Morgantown, KY",2431
"Muldraugh, KY",986
"Munfordville, KY",1659
"Murray, KY",19327
"Nebo, KY",226
"Newport, KY",14932
"Nicholasville, KY",30865
"Northfield, KY",1051
"Nortonville, KY",1150
"Norwood, KY",382
"Oakland, KY",218
"Owensboro, KY",60131
"Owenton, KY",1533
"Owingsville, KY",1573
"Paducah, KY",24865
"Paintsville, KY",3990
"Paris, KY",9671
"Pembroke, KY",889
"Perryville, KY",749
"Pikeville, KY",6551
"Pineville, KY",1730
"Plantation, KY",854
"Pleasureville, KY",883
"Powderly, KY",736
"Prestonsburg, KY",3532
"Prestonville, KY",159
"Princeton, KY",6115
"Prospect, KY",4905
"Providence, KY",2999
"Raceland, KY",2355
"Radcliff, KY",22914
"Ravenna, KY",559
"Raywick, KY",135
"Richlawn, KY",412
"Richmond, KY",36157
"Riverwood, KY",466
"Robards, KY",502
"Rochester, KY",151
"Rockport, KY",265
"Russell, KY",3231
"Russellville, KY",7109
"Sacramento, KY",440
"Sadieville, KY",362
"Salem, KY",723
"Salyersville, KY",1657
"Sanders, KY",235
"Sardis, KY",101
"Scottsville, KY",4541
"Sebree, KY",1530
"Sharpsburg, KY",338
"Shelbyville, KY",16585
"Shepherdsville, KY",12442
"Shively, KY",15689
"Simpsonville, KY",2923
"Slaughters, KY",205
"Smithfield, KY",114
"Smithland, KY",288
"Somerset, KY",11585
"Sonora, KY",520
"Southgate, KY",4013
"Sparta, KY",277
"Springfield, KY",2961
"Stanford, KY",3662
"Stanton, KY",2713
"Sturgis, KY",1781
"Sycamore, KY",165
"Taylorsville, KY",1308
"Thornhill, KY",187
"Tompkinsville, KY",2252
"Trenton, KY",375
"Union, KY",6034
"Uniontown, KY",930
"Upton, KY",698
"Vanceburg, KY",1400
"Versailles, KY",9318
"Vicco, KY",301
"Walton, KY",4058
"Warfield, KY",231
"Warsaw, KY",1703
"Waverly, KY",291
"Wayland, KY",381
"Wellington, KY",574
"Westwood, KY",657
"Wheatcroft, KY",153
"Wheelwright, KY",503
"Whitesburg, KY",1843
"Whitesville, KY",555
"Wickliffe, KY",649
"Wilder, KY",3056
"Wildwood, KY",269
"Williamsburg, KY",5274
"Williamstown, KY",3909
"Willisburg, KY",285
"Wilmore, KY",6435
"Winchester, KY",18548
"Wingo, KY",631
"Woodburn, KY",365
"Woodbury, KY",90
"Woodlawn, KY",238
"Worthington, KY",1505
"Worthville, KY",186
"Wurtland, KY",1026
"Abbeville, LA",12038
"Alexandria, LA",46180
"Baker, LA",13194
"Bastrop, LA",10023
"Bogalusa, LA",11504
"Broussard, LA",12700
"Bunkie, LA",3858
"Carencro, LA",9449
"Central, LA",29357
"Covington, LA",10564
"Crowley, LA",12588
"DeQuincy, LA",3086
"DeRidder, LA",10588
"Donaldsonville, LA",8441
"Eunice, LA",9814
"Franklin, LA",6709
"Gonzales, LA",10957
"Grambling, LA",5150
"Gretna, LA",17647
"Hammond, LA",21437
"Harahan, LA",9250
"Houma, LA",32696
"Jeanerette, LA",5218
"Jennings, LA",9800
"Kaplan, LA",4422
"Kenner, LA",66340
"Lafayette, LA",126185
"Leesville, LA",5598
"Mandeville, LA",12475
"Mansfield, LA",4624
"Marksville, LA",5338
"Minden, LA",11840
"Monroe, LA",47294
"Natchitoches, LA",17485
"Oakdale, LA",7561
"Opelousas, LA",15911
"Patterson, LA",5792
"Pineville, LA",14122
"Plaquemine, LA",6539
"Ponchatoula, LA",7369
"Rayne, LA",7992
"Ruston, LA",21854
"Scott, LA",8675
"Shreveport, LA",187112
"Slidell, LA",27633
"Springhill, LA",4772
"Sulphur, LA",20065
"Tallulah, LA",6666
"Thibodaux, LA",14425
"Westlake, LA",4951
"Westwego, LA",8326
"Winnfield, LA",4260
"Winnsboro, LA",4550
"Youngsville, LA",14704
"Zachary, LA",17949
"Auburn, ME",23414
"Augusta, ME",18697
"Bangor, ME",32262
"Bath, ME",8338
"Belfast, ME",6679
"Biddeford, ME",21504
"Brewer, ME",9035
"Calais, ME",3005
"Caribou, ME",7593
"Eastport, ME",1265
"Ellsworth, ME",8180
"Gardiner, ME",5653
"Hallowell, ME",2381
"Lewiston, ME",36225
"Portland, ME",66215
"Rockland, ME",7165
"Saco, ME",19964
"Sanford, ME",21223
"Waterville, ME",16558
"Westbrook, ME",19074
"Aberdeen, MD",16019
"Annapolis, MD",39223
"Baltimore, MD",593490
"Bowie, MD",58643
"Brunswick, MD",6491
"Cambridge, MD",12260
"Crisfield, MD",2564
"Cumberland, MD",19284
"Frederick, MD",72244
"Frostburg, MD",8505
"Fruitland, MD",5309
"Gaithersburg, MD",67985
"Glenarden, MD",6143
"Greenbelt, MD",23224
"Hagerstown, MD",40100
"Hyattsville, MD",18230
"Laurel, MD",25631
"Rockville, MD",68079
"Salisbury, MD",32935
"Taneytown, MD",6817
"Westminster, MD",18640
"Attleboro, MA",45237
"Beverly, MA",42174
"Boston, MA",692600
"Brockton, MA",95708
"Cambridge, MA",118927
"Chelsea, MA",39690
"Chicopee, MA",55126
"Everett, MA",46451
"Fitchburg, MA",40638
"Framingham, MA",74416
"Gardner, MA",20683
"Gloucester, MA",30430
"Haverhill, MA",64014
"Holyoke, MA",40117
"Lawrence, MA",80028
"Leominster, MA",41716
"Lowell, MA",110997
"Lynn, MA",94299
"Malden, MA",60470
"Marlborough, MA",39597
"Medford, MA",57341
"Melrose, MA",28016
"Newburyport, MA",18289
"Newton, MA",88414
"Northampton, MA",28451
"Peabody, MA",53070
"Pittsfield, MA",42142
"Quincy, MA",94470
"Revere, MA",53073
"Salem, MA",43226
"Somerville, MA",81360
"Springfield, MA",153606
"Taunton, MA",57464
"Waltham, MA",62495
"Westfield, MA",41204
"Woburn, MA",40228
"Worcester, MA",185428
"Adrian, MI",20600
"Albion, MI",8402
"Algonac, MI",4037
"Allegan, MI",5020
"Alma, MI",8890
"Alpena, MI",9956
"Auburn, MI",2083
"Bangor, MI",1833
"Beaverton, MI",1179
"Belding, MI",5740
"Belleville, MI",3896
"Berkley, MI",15366
"Bessemer, MI",1707
"Birmingham, MI",21389
"Bridgman, MI",2212
"Brighton, MI",7656
"Bronson, MI",2303
"Buchanan, MI",4263
"Burton, MI",28574
"Cadillac, MI",10497
"Caro, MI",3988
"Caseville, MI",735
"Caspian, MI",845
"Charlevoix, MI",2488
"Charlotte, MI",9090
"Cheboygan, MI",4686
"Chelsea, MI",5416
"Clare, MI",3077
"Clawson, MI",11845
"Clio, MI",2497
"Coldwater, MI",12215
"Coleman, MI",1203
"Coloma, MI",1411
"Coopersville, MI",4387
"Corunna, MI",3344
"Croswell, MI",2286
"Davison, MI",4881
"Dearborn, MI",93932
"Detroit, MI",670031
"DeWitt, MI",4808
"Dexter, MI",4715
"Douglas, MI",1345
"Dowagiac, MI",5669
"Durand, MI",3290
"Eastpointe, MI",32081
"Ecorse, MI",9570
"Escanaba, MI",12160
"Essexville, MI",3278
"Evart, MI",1882
"Farmington, MI",10491
"Fennville, MI",1429
"Fenton, MI",11403
"Ferndale, MI",20033
"Ferrysburg, MI",3028
"Flint, MI",95538
"Flushing, MI",7880
"Frankenmuth, MI",5529
"Frankfort, MI",1290
"Fraser, MI",14480
"Fremont, MI",4080
"Gaastra, MI",325
"Galesburg, MI",2081
"Gaylord, MI",3685
"Gibraltar, MI",4519
"Gladstone, MI",4698
"Gladwin, MI",2893
"Gobles, MI",798
"Grandville, MI",15858
"Grant, MI",884
"Grayling, MI",1851
"Greenville, MI",8420
"Hamtramck, MI",21599
"Hancock, MI",4506
"Harrison, MI",2073
"Harrisville, MI",467
"Hart, MI",2068
"Hartford, MI",2592
"Hastings, MI",7310
"Hillsdale, MI",8003
"Holland, MI",33216
"Houghton, MI",7754
"Howell, MI",9604
"Hudson, MI",2210
"Hudsonville, MI",7348
"Inkster, MI",24284
"Ionia, MI",11168
"Ironwood, MI",4870
"Ishpeming, MI",6416
"Ithaca, MI",2766
"Jackson, MI",32440
"Jonesville, MI",2215
"Kalamazoo, MI",76200
"Kentwood, MI",51898
"Kingsford, MI",4951
"Laingsburg, MI",1285
"Lansing, MI",118210
"Lapeer, MI",8535
"Leslie, MI",1898
"Linden, MI",3939
"Litchfield, MI",1331
"Livonia, MI",93665
"Lowell, MI",4171
"Ludington, MI",8108
"McBain, MI",668
"Manistee, MI",6114
"Manistique, MI",2939
"Manton, MI",1555
"Marlette, MI",1767
"Marquette, MI",20995
"Marshall, MI",6964
"Marysville, MI",9672
"Mason, MI",8458
"Melvindale, MI",10248
"Memphis, MI",1177
"Menominee, MI",8029
"Midland, MI",41701
"Milan, MI",6042
"Monroe, MI",19552
"Montague, MI",2361
"Montrose, MI",1549
"Morenci, MI",2147
"Munising, MI",2203
"Muskegon, MI",36565
"Negaunee, MI",4525
"Newaygo, MI",2067
"Niles, MI",11149
"Northville, MI",5958
"Norway, MI",2748
"Novi, MI",60896
"Olivet, MI",1762
"Omer, MI",289
"Onaway, MI",828
"Otsego, MI",3994
"Ovid, MI",1613
"Owosso, MI",14441
"Parchment, MI",1828
"Perry, MI",2092
"Petersburg, MI",1128
"Petoskey, MI",5756
"Pinconning, MI",1230
"Plainwell, MI",3777
"Plymouth, MI",9154
"Pontiac, MI",59438
"Portage, MI",49445
"Portland, MI",3948
"Potterville, MI",2752
"Reading, MI",1044
"Richmond, MI",5849
"Riverview, MI",12032
"Rochester, MI",13296
"Rockford, MI",6391
"Rockwood, MI",3158
"Romulus, MI",23573
"Roseville, MI",47018
"Saginaw, MI",48115
"Saline, MI",9343
"Sandusky, MI",2520
"Saugatuck, MI",960
"Scottville, MI",1211
"Southfield, MI",72689
"Southgate, MI",28959
"Springfield, MI",5198
"Standish, MI",1382
"Stanton, MI",1422
"Stephenson, MI",826
"Sturgis, MI",10861
"Taylor, MI",60922
"Tecumseh, MI",8398
"Trenton, MI",18157
"Troy, MI",84092
"Utica, MI",5107
"Vassar, MI",2542
"Wakefield, MI",1668
"Walker, MI",24869
"Warren, MI",133943
"Watervliet, MI",1646
"Wayland, MI",4225
"Wayne, MI",16814
"Westland, MI",81511
"Whitehall, MI",2832
"Whittemore, MI",375
"Williamston, MI",3965
"Wixom, MI",14049
"Woodhaven, MI",12469
"Wyandotte, MI",24859
"Wyoming, MI",75667
"Yale, MI",1870
"Ypsilanti, MI",20171
"Zeeland, MI",5536
"Zilwaukee, MI",1529
"Ada, MN",1563
"Adams, MN",790
"Adrian, MN",1218
"Afton, MN",3028
"Aitkin, MN",1985
"Akeley, MN",443
"Albany, MN",2766
"Alberta, MN",99
"Albertville, MN",7539
"Alden, MN",639
"Aldrich, MN",45
"Alexandria, MN",13822
"Alpha, MN",119
"Altura, MN",476
"Alvarado, MN",362
"Amboy, MN",507
"Andover, MN",33140
"Annandale, MN",3517
"Anoka, MN",17549
"Appleton, MN",1325
"Arco, MN",69
"Argyle, MN",642
"Arlington, MN",2146
"Ashby, MN",441
"Askov, MN",353
"Atwater, MN",1119
"Audubon, MN",520
"Aurora, MN",1626
"Austin, MN",25233
"Avoca, MN",135
"Avon, MN",1590
"Babbitt, MN",1484
"Backus, MN",252
"Badger, MN",355
"Bagley, MN",1406
"Balaton, MN",624
"Barnesville, MN",2602
"Barnum, MN",600
"Barrett, MN",407
"Barry, MN",15
"Baudette, MN",1020
"Baxter, MN",8364
"Bayport, MN",3765
"Beardsley, MN",212
"Becker, MN",4954
"Bejou, MN",91
"Belgrade, MN",779
"Bellechester, MN",174
"Bellingham, MN",150
"Beltrami, MN",101
"Belview, MN",354
"Bemidji, MN",15434
"Bena, MN",123
"Benson, MN",3043
"Bertha, MN",482
"Bethel, MN",501
"Bigelow, MN",231
"Bigfork, MN",442
"Biscay, MN",110
"Biwabik, MN",969
"Blackduck, MN",833
"Blaine, MN",65607
"Blomkest, MN",158
"Bloomington, MN",84943
"Bluffton, MN",214
"Bock, MN",107
"Borup, MN",103
"Bovey, MN",784
"Bowlus, MN",279
"Boyd, MN",157
"Braham, MN",1816
"Brainerd, MN",13434
"Brandon, MN",485
"Breckenridge, MN",3172
"Brewster, MN",467
"Bricelyn, MN",337
"Brooks, MN",137
"Brookston, MN",141
"Brooten, MN",750
"Browerville, MN",743
"Brownsdale, MN",691
"Brownsville, MN",505
"Brownton, MN",720
"Bruno, MN",99
"Buckman, MN",276
"Buffalo, MN",16442
"Buhl, MN",973
"Burnsville, MN",61339
"Burtrum, MN",136
"Butterfield, MN",589
"Byron, MN",5639
"Caledonia, MN",2753
"Callaway, MN",230
"Calumet, MN",351
"Cambridge, MN",9176
"Campbell, MN",151
"Canby, MN",1671
"Canton, MN",344
"Carlos, MN",491
"Carlton, MN",1033
"Carver, MN",5046
"Centerville, MN",4002
"Ceylon, MN",339
"Champlin, MN",25268
"Chandler, MN",246
"Chanhassen, MN",26389
"Chaska, MN",26989
"Chatfield, MN",2829
"Chisholm, MN",4849
"Chokio, MN",386
"Claremont, MN",537
"Clarissa, MN",653
"Clarkfield, MN",787
"Clearbrook, MN",521
"Clearwater, MN",1818
"Clements, MN",141
"Cleveland, MN",738
"Climax, MN",263
"Clinton, MN",413
"Clitherall, MN",106
"Clontarf, MN",157
"Cloquet, MN",12009
"Coates, MN",156
"Cobden, MN",35
"Cohasset, MN",2725
"Cokato, MN",2747
"Coleraine, MN",1972
"Cologne, MN",1797
"Columbus, MN",4130
"Comfrey, MN",354
"Comstock, MN",108
"Conger, MN",144
"Cook, MN",562
"Corcoran, MN",6250
"Correll, MN",32
"Cosmos, MN",449
"Cottonwood, MN",1236
"Courtland, MN",696
"Cromwell, MN",232
"Crookston, MN",7764
"Crosby, MN",2323
"Crosslake, MN",2354
"Crystal, MN",22899
"Currie, MN",216
"Cuyuna, MN",360
"Cyrus, MN",276
"Dakota, MN",306
"Dalton, MN",249
"Danube, MN",458
"Danvers, MN",90
"Darfur, MN",103
"Darwin, MN",353
"Dassel, MN",1449
"Dawson, MN",1400
"Dayton, MN",6686
"Deephaven, MN",3928
"Deerwood, MN",532
"Delano, MN",6302
"Delavan, MN",166
"Delhi, MN",64
"Dellwood, MN",1126
"Denham, MN",34
"Dennison, MN",214
"Dent, MN",186
"Dexter, MN",347
"Dilworth, MN",4422
"Donaldson, MN",40
"Donnelly, MN",234
"Doran, MN",50
"Dover, MN",770
"Dovray, MN",51
"Duluth, MN",85618
"Dumont, MN",88
"Dundas, MN",1646
"Dundee, MN",67
"Dunnell, MN",146
"Eagan, MN",66372
"Easton, MN",184
"Echo, MN",254
"Edgerton, MN",1125
"Edina, MN",52857
"Effie, MN",118
"Eitzen, MN",249
"Elba, MN",156
"Elgin, MN",1079
"Elizabeth, MN",171
"Elkton, MN",148
"Ellendale, MN",672
"Ellsworth, MN",456
"Elmdale, MN",117
"Elmore, MN",616
"Elrosa, MN",228
"Ely, MN",3355
"Elysian, MN",765
"Emily, MN",840
"Emmons, MN",379
"Erhard, MN",146
"Erskine, MN",475
"Evan, MN",84
"Evansville, MN",598
"Eveleth, MN",3569
"Excelsior, MN",2340
"Eyota, MN",2001
"Fairfax, MN",1131
"Fairmont, MN",10030
"Faribault, MN",23897
"Farmington, MN",23091
"Farwell, MN",52
"Felton, MN",172
"Fertile, MN",818
"Finlayson, MN",307
"Fisher, MN",419
"Flensburg, MN",227
"Floodwood, MN",522
"Florence, MN",36
"Foley, MN",2673
"Forada, MN",190
"Foreston, MN",533
"Fosston, MN",1464
"Fountain, MN",399
"Foxhome, MN",111
"Franklin, MN",469
"Frazee, MN",1391
"Freeborn, MN",274
"Freeport, MN",669
"Fridley, MN",27826
"Frost, MN",182
"Fulda, MN",1208
"Funkley, MN",8
"Garfield, MN",350
"Garrison, MN",207
"Garvin, MN",131
"Gary, MN",202
"Gaylord, MN",2207
"Geneva, MN",537
"Genola, MN",67
"Georgetown, MN",126
"Ghent, MN",366
"Gibbon, MN",755
"Gilbert, MN",1780
"Gilman, MN",219
"Glencoe, MN",5544
"Glenville, MN",622
"Glenwood, MN",2611
"Glyndon, MN",1373
"Gonvick, MN",279
"Goodhue, MN",1177
"Goodridge, MN",129
"Goodview, MN",4109
"Graceville, MN",560
"Granada, MN",285
"Grant, MN",4116
"Grasston, MN",153
"Greenbush, MN",698
"Greenfield, MN",3038
"Greenwald, MN",222
"Greenwood, MN",752
"Grygla, MN",211
"Gully, MN",66
"Hackensack, MN",310
"Hadley, MN",57
"Hallock, MN",921
"Halma, MN",61
"Halstad, MN",554
"Hamburg, MN",517
"Hammond, MN",134
"Hampton, MN",697
"Hancock, MN",745
"Hanover, MN",3507
"Hanska, MN",375
"Harding, MN",123
"Hardwick, MN",183
"Harmony, MN",987
"Harris, MN",1186
"Hartland, MN",306
"Hastings, MN",22886
"Hatfield, MN",52
"Hawley, MN",2198
"Hayfield, MN",1337
"Hayward, MN",242
"Hector, MN",1050
"Heidelberg, MN",124
"Henderson, MN",930
"Hendricks, MN",675
"Hendrum, MN",281
"Henning, MN",808
"Henriette, MN",69
"Herman, MN",440
"Hermantown, MN",9637
"Hewitt, MN",256
"Hibbing, MN",15855
"Hillman, MN",37
"Hills, MN",651
"Hilltop, MN",757
"Hinckley, MN",1928
"Hitterdal, MN",211
"Hoffman, MN",682
"Hokah, MN",547
"Holdingford, MN",721
"Holland, MN",173
"Hollandale, MN",299
"Holloway, MN",85
"Holt, MN",87
"Hopkins, MN",18468
"Houston, MN",965
"Hugo, MN",15267
"Humboldt, MN",42
"Hutchinson, MN",13983
"Ihlen, MN",66
"Independence, MN",3803
"Iona, MN",131
"Ironton, MN",556
"Isanti, MN",6120
"Isle, MN",798
"Ivanhoe, MN",531
"Jackson, MN",3179
"Janesville, MN",2252
"Jasper, MN",603
"Jeffers, MN",346
"Jenkins, MN",469
"Johnson, MN",27
"Jordan, MN",6402
"Kandiyohi, MN",481
"Karlstad, MN",719
"Kasota, MN",672
"Kasson, MN",6493
"Keewatin, MN",1013
"Kelliher, MN",267
"Kellogg, MN",453
"Kennedy, MN",180
"Kenneth, MN",66
"Kensington, MN",303
"Kent, MN",74
"Kenyon, MN",1801
"Kerkhoven, MN",706
"Kerrick, MN",63
"Kiester, MN",462
"Kilkenny, MN",144
"Kimball, MN",798
"Kinbrae, MN",12
"Kingston, MN",162
"Kinney, MN",143
"Lafayette, MN",493
"Lakefield, MN",1615
"Lakeland, MN",1819
"Lakeville, MN",67317
"Lamberton, MN",768
"Lancaster, MN",334
"Landfall, MN",728
"Lanesboro, MN",725
"Laporte, MN",116
"Lastrup, MN",99
"Lauderdale, MN",2521
"Lengby, MN",87
"Leonard, MN",43
"Leonidas, MN",53
"Lewiston, MN",1547
"Lewisville, MN",247
"Lexington, MN",2652
"Lilydale, MN",846
"Lindstrom, MN",4720
"Lismore, MN",221
"Litchfield, MN",6650
"Littlefork, MN",592
"Longville, MN",150
"Lonsdale, MN",4207
"Loretto, MN",664
"Louisburg, MN",44
"Lowry, MN",300
"Lucan, MN",175
"Luverne, MN",4531
"Lyle, MN",554
"Lynd, MN",466
"Mabel, MN",749
"McGrath, MN",74
"McGregor, MN",363
"McIntosh, MN",605
"McKinley, MN",123
"Madelia, MN",2254
"Madison, MN",1400
"Magnolia, MN",209
"Mahnomen, MN",1231
"Mahtomedi, MN",8294
"Manchester, MN",55
"Mankato, MN",42931
"Mantorville, MN",1210
"Mapleton, MN",1692
"Mapleview, MN",175
"Maplewood, MN",40885
"Marble, MN",671
"Marietta, MN",141
"Marshall, MN",13487
"Mayer, MN",2266
"Maynard, MN",345
"Mazeppa, MN",845
"Meadowlands, MN",127
"Medford, MN",1256
"Medina, MN",6712
"Melrose, MN",3656
"Menahga, MN",1302
"Mendota, MN",217
"Mentor, MN",147
"Miesville, MN",122
"Milaca, MN",2930
"Milan, MN",354
"Millerville, MN",104
"Millville, MN",178
"Milroy, MN",237
"Miltona, MN",424
"Minneapolis, MN",429606
"Minneiska, MN",108
"Minneota, MN",1356
"Minnetonka, MN",54064
"Minnetrista, MN",8130
"Mizpah, MN",52
"Montevideo, MN",5043
"Montgomery, MN",3050
"Monticello, MN",13824
"Montrose, MN",3317
"Moorhead, MN",43652
"Mora, MN",3554
"Morgan, MN",840
"Morris, MN",5333
"Morristown, MN",995
"Morton, MN",374
"Motley, MN",660
"Mound, MN",9509
"Murdock, MN",263
"Myrtle, MN",45
"Nashua, MN",64
"Nashwauk, MN",952
"Nassau, MN",67
"Nelson, MN",194
"Nerstrand, MN",294
"Nevis, MN",414
"Newfolden, MN",363
"Newport, MN",3588
"Nicollet, MN",1169
"Nielsville, MN",82
"Nimrod, MN",64
"Nisswa, MN",2096
"Norcross, MN",70
"Northfield, MN",20742
"Northome, MN",188
"Northrop, MN",213
"Nowthen, MN",4741
"Oakdale, MN",27933
"Odessa, MN",131
"Odin, MN",105
"Ogema, MN",185
"Ogilvie, MN",374
"Okabena, MN",195
"Oklee, MN",429
"Olivia, MN",2335
"Onamia, MN",864
"Ormsby, MN",122
"Orono, MN",8339
"Oronoco, MN",1525
"Orr, MN",334
"Ortonville, MN",1782
"Osakis, MN",1744
"Oslo, MN",322
"Osseo, MN",2738
"Ostrander, MN",248
"Otsego, MN",18113
"Ottertail, MN",648
"Owatonna, MN",25704
"Palisade, MN",169
"Paynesville, MN",2519
"Pease, MN",229
"Pemberton, MN",241
"Pennock, MN",513
"Perham, MN",3645
"Perley, MN",83
"Peterson, MN",198
"Pierz, MN",1365
"Pillager, MN",483
"Pipestone, MN",4046
"Plainview, MN",3298
"Plato, MN",304
"Plummer, MN",291
"Plymouth, MN",79768
"Porter, MN",171
"Preston, MN",1289
"Princeton, MN",4729
"Prinsburg, MN",498
"Proctor, MN",3028
"Quamba, MN",127
"Racine, MN",593
"Ramsey, MN",27721
"Randall, MN",624
"Randolph, MN",446
"Ranier, MN",556
"Raymond, MN",756
"Regal, MN",35
"Remer, MN",398
"Renville, MN",1189
"Revere, MN",88
"Rice, MN",1391
"Richfield, MN",36354
